Name,Subtitle,Description,Categories,Google Maps URL,Closed Permanently,Closed Temporarily,Phone,Website,Address,Located In,Street,Neighborhood,City,State,Country Code,Postal Code,Latitude,Longitude,Compiled,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Total Score,Count,Five Stars,Four Stars,Three Stars,Two Stars,One Star,Scraped When,Search String,Search URL (Loaded),Search URL,Page Rank,Place ID,Google+ Code,CID,FID
Provisions on High,,,Coffee shop,https://www.google.com/maps/search/?api=1&query=Provisions%20on%20High&query_place_id=ChIJIVAtSAKPOIgRwKeLDdCFBr0,False,False,,https://www.hilton.com/en/hotels/cmhdwhh-hilton-columbus-downtown/dining/,"401 N High St, Columbus, OH 43215",Hilton Columbus Downtown,401 N High St,Short North Arts District,Columbus,Ohio,US,43215.0,39.9708496,-83.002684,"Monday: 6 AM to 8 PM
Tuesday: 6 AM to 8 PM
Wednesday: 6 AM to 8 PM
Thursday: 6 AM to 8 PM
Friday: 6 AM to 8 PM
Saturday: 6 AM to 8 PM
Sunday: 6 AM to 8 PM",6 AM to 8 PM,6 AM to 8 PM,6 AM to 8 PM,6 AM to 8 PM,6 AM to 8 PM,6 AM to 8 PM,6 AM to 8 PM,4.0,3,1,1,1,0,0,2024-06-10T16:33:50.474Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.97022821560144,-83.01639301480047,16z?hl=en",33,ChIJIVAtSAKPOIgRwKeLDdCFBr0,"XXCW+8W Columbus, Ohio",13620721251655591872,0x88388f02482d5021:0xbd0685d00d8ba7c0
The Cheesecake Girl,,,Dessert shop,https://www.google.com/maps/search/?api=1&query=The%20Cheesecake%20Girl&query_place_id=ChIJzUV4KsWPOIgR9rnZXMuWnno,False,False,(614) 956-9966,https://www.thecheesecakegirl.com/,"1086 N 4th St, Columbus, OH 43201",,1086 N 4th St,Italian Village,Columbus,Ohio,US,43201.0,39.9851873,-82.998917,"Monday: Closed
Tuesday: 4 to 9 PM
Wednesday: 4 to 9 PM
Thursday: 11 AM to 9 PM
Friday: 11 AM to 11 PM
Saturday: 11 AM to 11 PM
Sunday: 11 AM to 9 PM",Closed,4 to 9 PM,4 to 9 PM,11 AM to 9 PM,11 AM to 11 PM,11 AM to 11 PM,11 AM to 9 PM,4.6,10,8,1,0,1,0,2024-06-10T16:33:51.603Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.98336259999998,-82.99929487160018,16z?hl=en",28,ChIJzUV4KsWPOIgR9rnZXMuWnno,"X2P2+3C Columbus, Ohio",8835665319127792118,0x88388fc52a7845cd:0x7a9e96cb5cd9b9f6
Speedway,,"Gas-station & convenience-store chain with grab-&-go food, plus hot & cold beverages.","Gas station, Convenience store",https://www.google.com/maps/search/?api=1&query=Speedway&query_place_id=ChIJH9NoiSWEOIgRAEbHwrnpJ7A,False,False,(614) 497-1173,https://www.speedway.com/locations/OH/Columbus/3860-South-High-Street,"3860 S High St, Columbus, OH 43207",,3860 S High St,Far South,Columbus,Ohio,US,43207.0,39.8824879,-83.0001774,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.6,136,58,26,20,7,25,2024-06-10T16:33:51.606Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",23,ChIJH9NoiSWEOIgRAEbHwrnpJ7A,"VXJX+XW Columbus, Ohio",12693371058813093376,0x883884258968d31f:0xb027e9b9c2c74600
Hubert's Polish Kitchen,,"Counter service vendor in a food hall, serving prepared Polish hot dishes & kielbasa sandwiches.","Polish restaurant, Cabinet store, Soup restaurant",https://www.google.com/maps/search/?api=1&query=Hubert's%20Polish%20Kitchen&query_place_id=ChIJt3XuLiaPOIgRvsNpK-l0FUg,False,False,(614) 220-8787,https://northmarket.org/merchant/huberts-polish-kitchen/,"59 S, 59 Spruce St, Columbus, OH 43215",North Market Downtown,"59 S, 59 Spruce St",Short North Arts District,Columbus,Ohio,US,43215.0,39.9721397,-83.0042376,"Monday: Closed
Tuesday: 9 AM to 7 PM
Wednesday: 9 AM to 7 PM
Thursday: 9 AM to 7 PM
Friday: 9 AM to 7 PM
Saturday: 9 AM to 7 PM
Sunday: 10 AM to 5 PM",Closed,9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,10 AM to 5 PM,4.7,188,158,18,6,0,6,2024-06-10T16:33:51.105Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.97022821560144,-83.01639301480047,16z?hl=en",31,ChIJt3XuLiaPOIgRvsNpK-l0FUg,"XXCW+V8 Columbus, Ohio",5194186290046288830,0x88388f262eee75b7:0x481574e92b69c3be
Fox in the Snow Cafe,,"Airy coffee shop featuring java drinks, baked goods, tarts & biscuits in a modernized garage space.",Cafe,https://www.google.com/maps/search/?api=1&query=Fox%20in%20the%20Snow%20Cafe&query_place_id=ChIJxfUn7NGOOIgRwf1Z3TIzy64,False,False,(614) 826-0007,http://www.foxinthesnow.com/,"1031 N 4th St, Columbus, OH 43201",,1031 N 4th St,Italian Village,Columbus,Ohio,US,43201.0,39.9841624,-82.9993464,"Monday: 7 AM to 3 PM
Tuesday: 7 AM to 3 PM
Wednesday: 7 AM to 3 PM
Thursday: 7 AM to 3 PM
Friday: 7 AM to 3 PM
Saturday: 8 AM to 3 PM
Sunday: 8 AM to 3 PM",7 AM to 3 PM,7 AM to 3 PM,7 AM to 3 PM,7 AM to 3 PM,7 AM to 3 PM,8 AM to 3 PM,8 AM to 3 PM,4.7,2346,1887,331,70,33,25,2024-06-10T16:33:51.914Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.98336259999998,-82.99929487160018,16z?hl=en",32,ChIJxfUn7NGOOIgRwf1Z3TIzy64,"X2M2+M7 Columbus, Ohio",12595217076426767809,0x88388ed1ec27f5c5:0xaecb3332dd59fdc1
Fox's Bagels North Market,,,Bagel shop,https://www.google.com/maps/search/?api=1&query=Fox's%20Bagels%20North%20Market&query_place_id=ChIJL3ZmmamPOIgR-qKqKZF1Pfw,False,False,(614) 456-7263,https://www.foxsbageldeli.com/,"59 Spruce St, Columbus, OH 43215",North Market Downtown,59 Spruce St,Short North Arts District,Columbus,Ohio,US,43215.0,39.9718576,-83.0043273,"Monday: 10 AM to 5 PM
Tuesday: 9 AM to 5 PM
Wednesday: 9 AM to 5 PM
Thursday: 9 AM to 5 PM
Friday: 9 AM to 5 PM
Saturday: 9 AM to 7 PM
Sunday: 10 AM to 5 PM",10 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 7 PM,10 AM to 5 PM,3.8,18,7,7,0,2,2,2024-06-10T16:33:51.890Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.97022821560144,-83.01639301480047,16z?hl=en",29,ChIJL3ZmmamPOIgR-qKqKZF1Pfw,"XXCW+P7 Columbus, Ohio",18175812937466946298,0x88388fa99966762f:0xfc3d759129aaa2fa
Park Service Coffee,,,Cafe,https://www.google.com/maps/search/?api=1&query=Park%20Service%20Coffee&query_place_id=ChIJWzTIFZOPOIgRXggUB8AHw3s,False,False,(614) 266-3040,https://www.instagram.com/parkservicecoffee?igsh=aGlpNWxpcnlwZ2d5,"19 W Russell St, Columbus, OH 43215",,19 W Russell St,Short North Arts District,Columbus,Ohio,US,43215.0,39.9753843,-83.0037837,"Monday: Closed
Tuesday: 8 AM to 2 PM
Wednesday: 8 AM to 2 PM
Thursday: 8 AM to 2 PM
Friday: 8 AM to 2 PM
Saturday: 8 AM to 2 PM
Sunday: 8 AM to 2 PM",Closed,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,4.9,41,38,2,0,1,0,2024-06-10T16:33:52.124Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.97022821560144,-83.01639301480047,16z?hl=en",32,ChIJWzTIFZOPOIgRXggUB8AHw3s,"XXGW+5F Columbus, Ohio",8917980208457582686,0x88388f9315c8345b:0x7bc307c00714085e
Tim Hortons,,"Canadian chain for signature premium-blend coffee, plus light fare, pastries & breakfast sandwiches.","Coffee shop, Bakery, Breakfast restaurant, Cafe, Donut shop, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Tim%20Hortons&query_place_id=ChIJQYBjdXiPOIgRxaJMAPgizww,False,False,(614) 965-6003,https://locations.timhortons.com/en/oh/columbus/636-harrisburg-pike/,"636 Harrisburg Pike, Columbus, OH 43223",,636 Harrisburg Pike,Southwest Columbus,Columbus,Ohio,US,43223.0,39.9446621,-83.0359635,"Monday: 5 AM to 7 PM
Tuesday: 5 AM to 7 PM
Wednesday: 5 AM to 7 PM
Thursday: 5 AM to 7 PM
Friday: 5 AM to 7 PM
Saturday: 5 AM to 7 PM
Sunday: 5 AM to 5 PM",5 AM to 7 PM,5 AM to 7 PM,5 AM to 7 PM,5 AM to 7 PM,5 AM to 7 PM,5 AM to 7 PM,5 AM to 5 PM,3.3,323,130,43,36,27,87,2024-06-10T16:33:50.276Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9439594,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.94395944680436,-83.05058930120104,16z?hl=en",21,ChIJQYBjdXiPOIgRxaJMAPgizww,"WXV7+VJ Columbus, Ohio",922994897186497221,0x88388f7875638041:0xccf22f8004ca2c5
Dan the Baker - Toast Bar,,,Bakery,https://www.google.com/maps/search/?api=1&query=Dan%20the%20Baker%20-%20Toast%20Bar&query_place_id=ChIJtbiZya6POIgREBuAxUP7pL8,False,False,(614) 928-9035,http://www.dan-the-baker.com/,"1028 Ridge St, Columbus, OH 43215",,1028 Ridge St,Grandview South,Columbus,Ohio,US,43215.0,39.9709567,-83.0417175,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 8 AM to 2 PM
Friday: 8 AM to 2 PM
Saturday: 8 AM to 2 PM
Sunday: 8 AM to 2 PM",Closed,Closed,Closed,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,8 AM to 2 PM,4.8,349,306,25,13,2,3,2024-06-10T16:33:49.854Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9439594,-83.0505893,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.94395944680436,-83.05058930120104,16z?hl=en",4,ChIJtbiZya6POIgREBuAxUP7pL8,"XXC5+98 Columbus, Ohio",13809438625919671056,0x88388faec999b8b5:0xbfa4fb43c5801b10
Gyro City Grill,,,"Greek restaurant, Gyro restaurant",https://www.google.com/maps/search/?api=1&query=Gyro%20City%20Grill&query_place_id=ChIJKRqsEy-EOIgRQ_cWgS_nmW8,False,False,(614) 497-1600,http://gyrocitygrill.com/,"3797 S High St, Columbus, OH 43207",,3797 S High St,Far South,Columbus,Ohio,US,43207.0,39.884515,-83.0003544,"Monday: 10 AM to 9:30 PM
Tuesday: 10 AM to 9:30 PM
Wednesday: 10 AM to 9:30 PM
Thursday: 10 AM to 9:30 PM
Friday: 10 AM to 10 PM
Saturday: 10 AM to 10 PM
Sunday: 11 AM to 9 PM",10 AM to 9:30 PM,10 AM to 9:30 PM,10 AM to 9:30 PM,10 AM to 9:30 PM,10 AM to 10 PM,10 AM to 10 PM,11 AM to 9 PM,4.3,1254,767,299,100,30,58,2024-06-10T16:33:54.627Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",21,ChIJKRqsEy-EOIgRQ_cWgS_nmW8,"VXMX+RV Columbus, Ohio",8041712800861976387,0x8838842f13ac1a29:0x6f99e72f8116f743
Yogi’s Bar & Grill,,"Lively joint with a casual pub grub & many beers, plus food & drink specials & sports on TV.","Bar & grill, American restaurant, Bar, Pub, Restaurant, Sports bar",https://www.google.com/maps/search/?api=1&query=Yogi%E2%80%99s%20Bar%20%26%20Grill&query_place_id=ChIJwcVyCTaNOIgR-IK3Sz2E_6I,False,False,(614) 914-8117,http://www.yogiscolumbus.com/,"1126 W Henderson Rd, Columbus, OH 43220",,1126 W Henderson Rd,Northwest,Columbus,Ohio,US,43220.0,40.0536593,-83.0503261,"Monday: 11 AM to 12 AM
Tuesday: 11 AM to 12 AM
Wednesday: 11 AM to 12 AM
Thursday: 11 AM to 12 AM
Friday: 11 AM to 2:30 AM
Saturday: 11 AM to 2:30 AM
Sunday: 11 AM to 12 AM",11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 12 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 12 AM,4.4,473,292,120,33,8,20,2024-06-10T16:33:56.173Z,Bar & Grill,"https://www.google.com/maps/search/Bar%20&%20Grill/@40.07530329078976,-83.01639301480047,16z?hl=en","https://www.google.com/maps/search/Bar%20&%20Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",3,ChIJwcVyCTaNOIgR-IK3Sz2E_6I,"3W3X+FV Columbus, Ohio",11745251752003732216,0x88388d360972c5c1:0xa2ff843d4bb782f8
Mystics & Mayhem Bakery,,,"Bakery, Service establishment",https://www.google.com/maps/search/?api=1&query=Mystics%20%26%20Mayhem%20Bakery&query_place_id=ChIJRUIaY7aDOIgRWQ-N8po25tA,False,False,(614) 935-9994,,,,,,,,,,39.9829514,-82.990829,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,,0,0,0,0,0,0,2024-06-10T16:34:02.869Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",13,ChIJRUIaY7aDOIgRWQ-N8po25tA,,15052778843654655833,0x883883b6631a4245:0xd0e6369af28d0f59
Bake Me Happy,,"Cheery bakery providing an assortment of gluten-free desserts, including takes on nostalgic treats.",Bakery,https://www.google.com/maps/search/?api=1&query=Bake%20Me%20Happy&query_place_id=ChIJrSNXyKqIOIgRZgioTtFpSnU,False,False,(614) 477-3642,http://www.bakemehappygf.com/,"500 E Whittier St, Columbus, OH 43206",,500 E Whittier St,South Side,Columbus,Ohio,US,43206.0,39.9443738,-82.9834172,"Monday: Closed
Tuesday: 7 AM to 4 PM
Wednesday: 7 AM to 4 PM
Thursday: 7 AM to 4 PM
Friday: 7 AM to 4 PM
Saturday: 9 AM to 4 PM
Sunday: 9 AM to 4 PM",Closed,7 AM to 4 PM,7 AM to 4 PM,7 AM to 4 PM,7 AM to 4 PM,9 AM to 4 PM,9 AM to 4 PM,4.8,531,465,43,10,7,6,2024-06-10T16:34:03.721Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",12,ChIJrSNXyKqIOIgRZgioTtFpSnU,"W2V8+PJ Columbus, Ohio",8451683998402873446,0x883888aac85723ad:0x754a69d14ea80866
Simply Radiant Sweets,,,"Dessert shop, Bakery, Service establishment",https://www.google.com/maps/search/?api=1&query=Simply%20Radiant%20Sweets&query_place_id=ChIJx-R8Jg61Ay8Rb2EPK2zgJyE,False,False,(740) 793-3875,https://www.simplyradiantsweets.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=745226267832552675,,,,,,,,,39.8855724,-82.9702384,"Monday: 9 AM to 7 PM
Tuesday: 9 AM to 7 PM
Wednesday: 9 AM to 7 PM
Thursday: 9 AM to 7 PM
Friday: 9 AM to 7 PM
Saturday: 9 AM to 2 PM
Sunday: Closed",9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,9 AM to 7 PM,9 AM to 2 PM,Closed,5.0,23,23,0,0,0,0,2024-06-10T16:34:04.419Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",3,ChIJx-R8Jg61Ay8Rb2EPK2zgJyE,,2389124882526855535,0x2f03b50e267ce4c7:0x2127e06c2b0f616f
Kroger Bakery,,"Large supermarket chain with deli & bakery departments, plus health & beauty aids.",Bakery,https://www.google.com/maps/search/?api=1&query=Kroger%20Bakery&query_place_id=ChIJrbxJZS6EOIgRLX4piHTfFAg,False,False,(614) 492-1077,https://www.kroger.com/topic/deli-and-bakery,"3637 S High St, Columbus, OH 43207",Kroger,3637 S High St,Far South,Columbus,Ohio,US,43207.0,39.8876282,-83.0019891,"Monday: Closed
Tuesday: 9 AM to 5 PM
Wednesday: 9 AM to 5 PM
Thursday: 9 AM to 5 PM
Friday: 9 AM to 5 PM
Saturday: 9 AM to 5 PM
Sunday: 11 AM to 1 PM",Closed,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,11 AM to 1 PM,3.0,3,0,2,0,0,1,2024-06-10T16:34:04.822Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",1,ChIJrbxJZS6EOIgRLX4piHTfFAg,"VXQX+36 Columbus, Ohio",582335943431257645,0x8838842e6549bcad:0x814df7488297e2d
Tim Hortons,,"Canadian chain for signature premium-blend coffee, plus light fare, pastries & breakfast sandwiches.","Coffee shop, Bakery, Breakfast restaurant, Cafe, Donut shop, Fast food restaurant",https://www.google.com/maps/search/?api=1&query=Tim%20Hortons&query_place_id=ChIJ1eBNyC6EOIgRCHvOeNc_vPU,False,False,(614) 497-3660,https://locations.timhortons.com/en/oh/columbus/3623-s-high-st/,"3623 S High St, Columbus, OH 43207",,3623 S High St,Far South,Columbus,Ohio,US,43207.0,39.887846,-82.9990406,"Monday: 5 AM to 8 PM
Tuesday: 5 AM to 8 PM
Wednesday: 5 AM to 8 PM
Thursday: 5 AM to 8 PM
Friday: 5 AM to 8 PM
Saturday: 5 AM to 8 PM
Sunday: 5 AM to 5 PM",5 AM to 8 PM,5 AM to 8 PM,5 AM to 8 PM,5 AM to 8 PM,5 AM to 8 PM,5 AM to 8 PM,5 AM to 5 PM,3.5,546,213,110,75,40,108,2024-06-10T16:34:05.902Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",5,ChIJ1eBNyC6EOIgRCHvOeNc_vPU,"V2Q2+49 Columbus, Ohio",17707098029591264008,0x8838842ec84de0d5:0xf5bc3fd778ce7b08
Ms Bee's Hot Buns,,,Donut shop,https://www.google.com/maps/search/?api=1&query=Ms%20Bee's%20Hot%20Buns&query_place_id=ChIJo4rWY2-JOIgRrd7ZsjdYKLY,False,False,(220) 313-4455,https://msbeeshotbuns.com/,"1282 Essex Ave K31, Columbus, OH 43201",,1282 Essex Ave K31,Milo-Grogan,Columbus,Ohio,US,43201.0,39.9902777,-82.9868629,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,3.0,2,1,0,0,0,1,2024-06-10T16:34:06.772Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.98336259999998,-82.99929487160018,16z?hl=en",14,ChIJo4rWY2-JOIgRrd7ZsjdYKLY,"X2R7+47 Columbus, Ohio",13125838110218378925,0x8838896f63d68aa3:0xb6285837b2d9dead
Kroger Bakery,,"Large supermarket chain with deli & bakery departments, plus health & beauty aids.",Bakery,https://www.google.com/maps/search/?api=1&query=Kroger%20Bakery&query_place_id=ChIJmwt2yqmIOIgRfYahgLHYG40,False,False,,https://www.kroger.com/topic/deli-and-bakery,"1441 Parsons Ave, Columbus, OH 43207",Kroger,1441 Parsons Ave,South Side,Columbus,Ohio,US,43207.0,39.9345282,-82.9853292,"Monday: 9 AM to 5 PM
Tuesday: 9 AM to 5 PM
Wednesday: 9 AM to 5 PM
Thursday: 9 AM to 5 PM
Friday: 9 AM to 5 PM
Saturday: 9 AM to 5 PM
Sunday: 9 AM to 5 PM",9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,9 AM to 5 PM,3.8,5,3,0,1,0,1,2024-06-10T16:34:06.980Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",10,ChIJmwt2yqmIOIgRfYahgLHYG40,"W2M7+RV Columbus, Ohio",10167958840597907069,0x883888a9ca760b9b:0x8d1bd8b180a1867d
The Cakehound,,,"Pet store, Bakery",https://www.google.com/maps/search/?api=1&query=The%20Cakehound&query_place_id=ChIJAXX863GJOIgRyoyFJxYxg6o,False,False,(614) 372-5362,http://www.thecakehound.com/,"1147 Jaeger St, Columbus, OH 43206",,1147 Jaeger St,German Village,Columbus,Ohio,US,43206.0,39.9392763,-82.9907886,"Monday: Closed
Tuesday: 10 AM to 6 PM
Wednesday: 10 AM to 6 PM
Thursday: 10 AM to 6 PM
Friday: 10 AM to 6 PM
Saturday: 9 AM to 5 PM
Sunday: 9 AM to 3 PM",Closed,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,10 AM to 6 PM,9 AM to 5 PM,9 AM to 3 PM,5.0,34,33,1,0,0,0,2024-06-10T16:34:07.582Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.8782875,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.878287524811654,-82.99929487160018,16z?hl=en",19,ChIJAXX863GJOIgRyoyFJxYxg6o,"W2Q5+PM Columbus, Ohio",12286718179618950346,0x88388971ebfc7501:0xaa83311627858cca
Brew-Stirs Beechwold Tavern,,,Bar & grill,https://www.google.com/maps/search/?api=1&query=Brew-Stirs%20Beechwold%20Tavern&query_place_id=ChIJ0by99ZCNOIgRKuwhLcCtiXE,False,False,(614) 601-6296,,"4955 Arbor Village Dr, Columbus, OH 43214",,4955 Arbor Village Dr,Clintonville,Columbus,Ohio,US,43214.0,40.0631814,-83.0178857,"Monday: 11 AM to 2:30 AM
Tuesday: 11 AM to 2:30 AM
Wednesday: 11 AM to 2:30 AM
Thursday: 11 AM to 2:30 AM
Friday: 11 AM to 2:30 AM
Saturday: 11 AM to 2:30 AM
Sunday: 11 AM to 2:30 AM",11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,11 AM to 2:30 AM,4.4,163,114,26,9,4,10,2024-06-10T16:34:11.970Z,Bar & Grill,"https://www.google.com/maps/search/Bar%20&%20Grill/@40.07530329078976,-83.01639301480047,16z?hl=en","https://www.google.com/maps/search/Bar%20&%20Grill/@40.07530329078976,-83.01639301480047,16z?hl=en",2,ChIJ0by99ZCNOIgRKuwhLcCtiXE,"3X7J+7R Columbus, Ohio",8181261238997740586,0x88388d90f5bdbcd1:0x7189adc02d21ec2a
Bronte Baking Company,,,Bakery,https://www.google.com/maps/search/?api=1&query=Bronte%20Baking%20Company&query_place_id=ChIJ01sVEemPOIgRgSeJWPBGrDw,False,False,(614) 547-3406,,"1450 Aschinger Blvd, Columbus, OH 43212",,1450 Aschinger Blvd,Fifth by Northwest,Columbus,Ohio,US,43212.0,39.9886334,-83.0286356,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,5.0,1,1,0,0,0,0,2024-06-10T16:34:15.310Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9702282,-83.016393,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.97022821560144,-83.01639301480047,16z?hl=en",20,ChIJ01sVEemPOIgRgSeJWPBGrDw,"XXQC+FG Columbus, Ohio",4371947336361387905,0x88388fe911155bd3:0x3cac46f058892781
Sammy's,,,Bakery,https://www.google.com/maps/search/?api=1&query=Sammy's&query_place_id=ChIJHwSf98aOOIgRsUKlcIV9UDI,False,False,,,"1481 N High St, Columbus, OH 43201",14 & O Express,1481 N High St,University District,Columbus,Ohio,US,43201.0,39.9926147,-83.006766,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",,,,,,,,4.5,10,8,1,0,0,1,2024-06-10T16:34:15.677Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.98336259999998,-82.99929487160018,16z?hl=en",9,ChIJHwSf98aOOIgRsUKlcIV9UDI,"XXVV+27 Columbus, Ohio",3625535712107250353,0x88388ec6f79f041f:0x32507d8570a542b1
Heyacake,,,Bakery,https://www.google.com/maps/search/?api=1&query=Heyacake&query_place_id=ChIJGe1JgFuPOIgRUEe3cFA5QYU,False,False,(614) 259-7634,http://heyacake.com/,"1101 N 4th St, Columbus, OH 43201",,1101 N 4th St,Italian Village,Columbus,Ohio,US,43201.0,39.985351,-82.9997517,"Monday: 3:30 to 11 PM
Tuesday: 3:30 to 11 PM
Wednesday: 3:30 to 11 PM
Thursday: 3:30 PM to 12 AM
Friday: 11 AM to 2 AM
Saturday: 11 AM to 2 AM
Sunday: 11 AM to 11 PM",3:30 to 11 PM,3:30 to 11 PM,3:30 to 11 PM,3:30 PM to 12 AM,11 AM to 2 AM,11 AM to 2 AM,11 AM to 11 PM,5.0,2,2,0,0,0,0,2024-06-10T16:34:17.310Z,Bakery,"https://www.google.com/maps/search/Bakery/@39.9833626,-82.9992949,16z?hl=en&entry=ttu","https://www.google.com/maps/search/Bakery/@39.98336259999998,-82.99929487160018,16z?hl=en",3,ChIJGe1JgFuPOIgRUEe3cFA5QYU,"X2P2+43 Columbus, Ohio",9602018898181834576,0x88388f5b8049ed19:0x8541395070b74750
